firstname,lastname,age,sex
James,Duran,76,Male
James,Kelley,76,Other
Robert,Stephens,76,Male
Robert,Riley,76,Male
Robert,Beasley,76,Male
John,Delacruz,76,Male
John,Warner,76,Male
William,Singleton,76,Other
Richard,Wu,76,Male
Richard,Gould,76,Male
Richard,Stout,76,Male
Richard,Pearson,76,Male
Richard,Cantrell,76,Male
Richard,Ray,76,Male
Richard,Shannon,76,Male
Charles,Buckley,76,Male
Charles,Levine,76,Male
David,Estrada,76,Male
Thomas,Lynch,76,Male
Thomas,Cantrell,76,Male
Donald,Watson,76,Male
Ronald,Moss,76,Male
Joseph,Bullock,76,Male
Kenneth,Lowery,76,Male
Kenneth,Fisher,76,Male
Edward,Davidson,76,Male
Michael,Chung,76,Male
Michael,Diaz,76,Male
Mary,Powell,75,Female
Mary,Pace,75,Female
Mary,Foley,75,Female
Mary,Rasmussen,75,Female
Mary,Bass,75,Female
Mary,Gould,75,Female
Mary,Stark,75,Female
Mary,Walker,75,Female
Mary,Meza,75,Female
Mary,Newton,75,Female
Mary,Richmond,75,Female
Mary,Ford,75,Female
Mary,Stevens,75,Female
Mary,Berger,75,Female
Mary,Jefferson,75,Female
Mary,Gay,75,Female
Mary,Craig,75,Female
Mary,Buck,75,Female
Mary,Kennedy,75,Female
Mary,Nichols,75,Female
Mary,Livingston,75,Female
Mary,Spencer,75,Female
Mary,Irwin,75,Other
Mary,Whitney,75,Female
Mary,Vasquez,75,Female
Mary,Ingram,75,Other
Mary,Shelton,75,Female
Mary,Barry,75,Female
Mary,Bonilla,75,Other
Mary,Gaines,75,Female
Mary,Matthews,75,Female
Mary,Maxwell,75,Female
Mary,Holmes,75,Female
Mary,Alexander,75,Female
Mary,Murillo,75,Female
Mary,Pollard,75,Female
Mary,Gilbert,75,Female
Mary,Giles,75,Other
Mary,Hobbs,75,Female
Mary,Mann,75,Female
Mary,Wilson,75,Female
Mary,Lara,75,Female
Mary,Acevedo,75,Female
Mary,Pollard,75,Female
Mary,Chapman,75,Female
Mary,Mcgrath,75,Other
Mary,Farrell,75,Female
Mary,Norton,75,Female
Mary,Aguirre,75,Female
Mary,Campbell,75,Female
Mary,Branch,75,Female
Mary,Castro,75,Female
Mary,Hoffman,75,Female
Barbara,Browning,75,Female
Barbara,Wong,75,Female
Patricia,Massey,75,Female
Patricia,Kemp,75,Female
Patricia,Oliver,75,Female
Patricia,Rubio,75,Female
Patricia,Forbes,75,Female
Patricia,Moon,75,Female
Patricia,Vargas,75,Female
Linda,Meyers,75,Female
Judith,Best,75,Female
Judith,Kramer,75,Female
Betty,Tucker,75,Female
Betty,Navarro,75,Female
Betty,Harrington,75,Female
Nancy,Hobbs,75,Female
Sandra,Crosby,75,Female
Shirley,Moran,75,Female
Shirley,Mcdaniel,75,Female
Shirley,Rubio,75,Female
Shirley,Hood,75,Other
Carolyn,Walton,75,Female
Carolyn,Garrison,75,Female
Margaret,Mckenzie,75,Female
Margaret,Stokes,75,Female
Dorothy,Lopez,75,Other
Dorothy,Hunt,75,Female
Joan,Pineda,75,Female
James,Calhoun,75,Male
James,Ross,75,Male
James,Ortiz,75,Male
Robert,Horton,75,Male
Robert,Wilkinson,75,Male
Robert,Sanchez,75,Male
Robert,Bowen,75,Male
John,Nash,75,Male
John,Barker,75,Male
William,Downs,75,Male
Richard,Burnett,75,Male
Charles,Trujillo,75,Male
Charles,Pollard,75,Male
Charles,French,75,Male
Charles,Montoya,75,Male
David,Rogers,75,Male
David,Knapp,75,Male
David,Foster,75,Other
Ronald,Long,75,Male
Ronald,Woods,75,Male
Ronald,Hendricks,75,Male
Donald,Green,75,Other
Larry,Morse,75,Male
Joseph,Nixon,75,Male
Joseph,Maynard,75,Male
Joseph,Clay,75,Male
Joseph,Whitaker,75,Male
George,Gentry,75,Male
Kenneth,Hudson,75,Male
Kenneth,Montes,75,Male
Kenneth,Woodard,75,Male
Paul,Rosario,75,Male
Gary,Riggs,75,Male
Mary,Randolph,74,Female
Mary,Davenport,74,Female
Mary,Huang,74,Female
Mary,Baird,74,Female
Mary,George,74,Female
Barbara,Juarez,74,Other
Barbara,Hines,74,Female
Barbara,Fitzpatrick,74,Female
Patricia,Booker,74,Female
Patricia,Sparks,74,Female
Patricia,Paul,74,Female
Patricia,Griffin,74,Female
Linda,Larsen,74,Female
Carol,Snyder,74,Female
Judith,Valentine,74,Female
Judith,House,74,Female
Judith,Berger,74,Female
Betty,Richardson,74,Other
Betty,Montoya,74,Female
Carolyn,Huber,74,Female
Sharon,Whitehead,74,Female
Shirley,Daniel,74,Female
Margaret,Bradshaw,74,Female
Judy,Silva,74,Female
Karen,Estes,74,Other
Joan,Harrington,74,Female
Janet,Harding,74,Female
James,Chang,74,Male
James,Dunn,74,Other
Robert,Blanchard,74,Male
Robert,Pena,74,Male
Robert,Stephens,74,Other
Robert,Meadows,74,Male
William,Kaufman,74,Male
William,Ramsey,74,Male
William,Payne,74,Male
William,Cervantes,74,Male
William,Levy,74,Male
Richard,Mays,74,Male
Richard,Pineda,74,Other
Richard,Koch,74,Male
David,Hill,74,Male
David,Shepherd,74,Male
David,Ortega,74,Other
Charles,Molina,74,Male
Charles,Blackwell,74,Male
Thomas,Roman,74,Male
Thomas,Lambert,74,Male
Thomas,Baldwin,74,Male
Ronald,Wallace,74,Male
Ronald,Hardin,74,Male
Joseph,Rubio,74,Male
Larry,Bradford,74,Other
Larry,Mcfarland,74,Male
Michael,Mcintosh,74,Male
George,Horn,74,Male
George,Patel,74,Male
Jerry,Medina,74,Male
Edward,Duffy,74,Male
Gary,Patton,74,Male
Mary,Baird,73,Female
Mary,Houston,73,Female
Mary,Wall,73,Female
Mary,Soto,73,Female
Mary,Cross,73,Female
Barbara,Macias,73,Other
Barbara,Barrett,73,Female
Barbara,Ortega,73,Female
Barbara,Gomez,73,Female
Patricia,Keith,73,Other
Patricia,Woods,73,Female
Patricia,Burnett,73,Female
Patricia,Collins,73,Female
Patricia,Moore,73,Other
Linda,Underwood,73,Female
Carol,Burgess,73,Female
Carol,Hartman,73,Female
Sharon,Shelton,73,Female
Sharon,Conrad,73,Female
Sharon,Gates,73,Female
Carolyn,Cowan,73,Female
Shirley,Schneider,73,Female
Karen,Meadows,73,Female
Joyce,Levy,73,Female
Joyce,Hodge,73,Female
Donna,Roberts,73,Other
Donna,Whitaker,73,Female
Janet,Ross,73,Other
Joan,Powers,73,Female
James,Carter,73,Male
James,Gaines,73,Male
James,Hayden,73,Male
James,Mosley,73,Male
Robert,Camacho,73,Male
Robert,Lowe,73,Male
Robert,Cannon,73,Male
Robert,Huff,73,Male
John,Page,73,Male
John,Bradford,73,Male
John,Heath,73,Male
William,Johns,73,Male
William,Potter,73,Male
William,Allison,73,Male
William,Morton,73,Male
Richard,Small,73,Male
David,Wood,73,Male
David,Duke,73,Other
David,Arellano,73,Male
Charles,Long,73,Male
Ronald,Murphy,73,Male
Ronald,Frank,73,Male
Ronald,Thornton,73,Male
Michael,Huang,73,Other
Michael,Allen,73,Other
Donald,Montoya,73,Male
Larry,Ewing,73,Other
Joseph,Patrick,73,Male
Kenneth,Briggs,73,Male
Gary,Alvarado,73,Male
Gary,Cross,73,Male
Jerry,Reynolds,73,Other
Jerry,Osborne,73,Male
Jerry,Ortiz,73,Male
Edward,Woodard,73,Male
Edward,Forbes,73,Male
Edward,Spears,73,Male
Paul,Ortega,73,Male
Paul,White,73,Male
Dennis,Powell,73,Male
Mary,Gibbs,72,Female
Mary,Gross,72,Female
Mary,Ward,72,Female
Barbara,Clarke,72,Female
Barbara,Cantrell,72,Female
Barbara,Medina,72,Female
Barbara,Huynh,72,Other
Linda,Cannon,72,Female
Linda,Kramer,72,Female
Patricia,Silva,72,Female
Carol,Holt,72,Female
Sandra,White,72,Female
Sandra,Logan,72,Female
Sandra,Chase,72,Female
Nancy,Quinn,72,Female
Nancy,Benson,72,Female
Nancy,Savage,72,Female
Judith,Lane,72,Female
Carolyn,Bond,72,Female
Judy,Hutchinson,72,Female
Judy,Harding,72,Female
Judy,Curry,72,Female
Susan,Sparks,72,Female
Susan,Salazar,72,Female
Margaret,Douglas,72,Other
Shirley,Allison,72,Female
Shirley,Hale,72,Female
James,Steele,72,Male
James,Weiss,72,Male
James,Montoya,72,Male
James,Hansen,72,Male
James,Phillips,72,Male
James,Solomon,72,Male
James,Anderson,72,Other
James,Buck,72,Male
James,Meadows,72,Male
James,Pena,72,Male
James,Valenzuela,72,Male
James,English,72,Male
James,Howard,72,Male
James,Robles,72,Male
James,Klein,72,Male
James,Hughes,72,Male
James,Bautista,72,Male
James,Schwartz,72,Male
James,Nunez,72,Other
James,Mosley,72,Male
James,Johns,72,Male
James,Avery,72,Male
James,Arellano,72,Male
James,Thornton,72,Male
James,Payne,72,Male
James,Lindsey,72,Male
James,Mccullough,72,Male
James,Villanueva,72,Male
James,Rowe,72,Male
James,Jefferson,72,Male
James,Hancock,72,Male
James,Russo,72,Male
James,Carr,72,Male
James,Howe,72,Male
James,Abbott,72,Male
James,Warren,72,Male
James,Richard,72,Male
James,Cross,72,Other
James,Solis,72,Male
James,Joseph,72,Male
James,Hoffman,72,Male
James,Hernandez,72,Male
James,Cisneros,72,Male
James,Hunt,72,Male
James,Dillon,72,Male
James,Brady,72,Male
James,Clay,72,Male
James,Holland,72,Male
James,Schroeder,72,Male
James,Chapman,72,Male
James,Joseph,72,Male
James,Walker,72,Male
James,Norris,72,Male
James,Mejia,72,Male
James,Murillo,72,Male
James,Proctor,72,Male
James,Becker,72,Male
James,Price,72,Male
James,Hatfield,72,Male
James,Contreras,72,Male
James,Gonzales,72,Male
James,Diaz,72,Male
James,Bernard,72,Male
James,Ochoa,72,Male
James,Mcmahon,72,Male
James,Mullen,72,Male
James,Wright,72,Male
James,Frazier,72,Male
James,Carey,72,Male
Robert,Barker,72,Other
Robert,Hughes,72,Male
John,Herring,72,Male
John,Mayo,72,Male
John,Boone,72,Male
John,Atkins,72,Male
John,Saunders,72,Male
John,Decker,72,Male
John,Wu,72,Male
William,Escobar,72,Male
William,Duke,72,Male
William,Townsend,72,Male
William,Thompson,72,Male
Richard,Lutz,72,Male
Richard,French,72,Other
Richard,Hanson,72,Male
Richard,Bolton,72,Male
Richard,Cooley,72,Male
Richard,Mcclain,72,Male
David,Arellano,72,Male
Charles,Valentine,72,Other
Charles,Eaton,72,Other
Thomas,Vang,72,Male
Michael,Donovan,72,Other
Ronald,Levine,72,Male
Ronald,Goodman,72,Male
Donald,Maxwell,72,Male
Donald,Lucero,72,Male
Donald,Villegas,72,Other
Joseph,Medina,72,Male
George,Guerra,72,Male
Gary,Bryan,72,Male
Gary,Reed,72,Other
Gary,Walter,72,Male
Gary,Duran,72,Male
Paul,Watkins,72,Male
Edward,Robles,72,Male
Jerry,Macdonald,72,Male
Dennis,Mercado,72,Male
Dennis,Garza,72,Other
Mary,Hampton,71,Female
Mary,Livingston,71,Female
Linda,Navarro,71,Female
Linda,Wang,71,Female
Barbara,Fischer,71,Female
Barbara,Houston,71,Female
Barbara,Costa,71,Female
Barbara,Molina,71,Other
Patricia,Harper,71,Female
Carol,Schultz,71,Female
Carol,Briggs,71,Other
Carol,Proctor,71,Female
Sandra,Alexander,71,Female
Sandra,Schmitt,71,Female
Judith,Hart,71,Female
Judith,Vaughan,71,Female
Susan,Orozco,71,Female
Betty,Pineda,71,Female
Karen,Goodman,71,Female
Joyce,Cohen,71,Female
James,Espinoza,71,Male
James,Bass,71,Male
Robert,Brennan,71,Male
Robert,Johnson,71,Male
Robert,Thomas,71,Male
Robert,Spears,71,Male
John,Ellison,71,Male
William,Norton,71,Male
William,Patel,71,Male
Richard,Valentine,71,Male
Richard,Schroeder,71,Male
David,Arroyo,71,Other
David,Fritz,71,Male
David,Medina,71,Other
Charles,Lynn,71,Male
Charles,Morrison,71,Male
Charles,Cruz,71,Male
Thomas,Benson,71,Male
Thomas,Zamora,71,Male
Thomas,Mcintosh,71,Other
Michael,Huang,71,Male
Michael,Estes,71,Other
Ronald,Foley,71,Male
Larry,Hopkins,71,Male
Larry,Paul,71,Male
Larry,Gonzalez,71,Male
Gary,Norris,71,Male
Gary,Goodman,71,Male
Joseph,Rangel,71,Male
Joseph,Sanford,71,Male
George,Franco,71,Male
George,Byrd,71,Male
Kenneth,Dominguez,71,Male
Dennis,Torres,71,Male
Mary,Powell,70,Female
Mary,Liu,70,Female
Mary,Chen,70,Female
Linda,Marks,70,Female
Linda,Mccann,70,Female
Linda,Ferguson,70,Other
Carol,Phillips,70,Female
Carol,Small,70,Female
Carol,Huber,70,Female
Carol,Lloyd,70,Other
Sandra,Coleman,70,Other
Sandra,Carlson,70,Female
Sandra,Nichols,70,Female
Sandra,Barr,70,Female
Sandra,Humphrey,70,Female
Nancy,Levy,70,Female
Susan,Molina,70,Female
Susan,Wang,70,Female
Susan,Hendrix,70,Other
Sharon,Carney,70,Other
Carolyn,Graves,70,Female
Carolyn,Hart,70,Female
Donna,Boyd,70,Other
Karen,Ayers,70,Female
Karen,Rivera,70,Female
Kathleen,Kramer,70,Female
Margaret,Morrow,70,Female
Margaret,Zhang,70,Other
Margaret,Barrett,70,Female
Shirley,Mcconnell,70,Female
Joyce,Flores,70,Female
Joyce,Olsen,70,Female
Joyce,Hale,70,Female
Joyce,Crane,70,Female
Janet,Clark,70,Female
Janice,West,70,Female
James,Moss,70,Male
James,Hurley,70,Other
James,Padilla,70,Male
James,Levine,70,Male
Robert,Berg,70,Male
Robert,Le,70,Male
Robert,Charles,70,Male
Robert,Beasley,70,Male
John,Alvarado,70,Other
John,Rowland,70,Male
William,Watson,70,Male
William,Park,70,Male
William,Bridges,70,Male
William,Barrett,70,Male
Richard,Conrad,70,Male
David,Pope,70,Male
David,Casey,70,Male
Michael,Osborn,70,Male
Michael,Mason,70,Male
Thomas,Bright,70,Male
Thomas,Walton,70,Male
Thomas,Johnson,70,Male
Charles,Higgins,70,Male
Ronald,Harmon,70,Male
Larry,Vazquez,70,Other
Gary,Case,70,Male
Donald,Santiago,70,Male
Donald,Holland,70,Male
Joseph,Pearson,70,Male
Edward,Charles,70,Male
Linda,Richmond,69,Female
Linda,Duke,69,Female
Linda,Bradshaw,69,Female
Linda,Lawson,69,Female
Linda,Sellers,69,Female
Linda,Black,69,Other
Mary,Carney,69,Female
Mary,Mosley,69,Female
Mary,Ewing,69,Female
Mary,Cohen,69,Female
Mary,Stevenson,69,Female
Patricia,Frost,69,Female
Barbara,Gray,69,Female
Barbara,Myers,69,Female
Barbara,Giles,69,Female
Barbara,Rivera,69,Female
Carol,Mckinney,69,Female
Carol,Gay,69,Female
Nancy,Odom,69,Female
Nancy,Morrison,69,Female
Nancy,Singleton,69,Female
Susan,Gomez,69,Female
Sharon,Sampson,69,Female
Sharon,Combs,69,Female
Sharon,Bautista,69,Female
Donna,Juarez,69,Female
Donna,Johnson,69,Female
Donna,Cunningham,69,Female
Kathleen,Galloway,69,Female
Karen,Weeks,69,Female
Judy,Atkinson,69,Female
Judy,Fry,69,Female
Carolyn,Paul,69,Female
Carolyn,Harvey,69,Female
Margaret,Bird,69,Female
Margaret,Hale,69,Female
Betty,Joyce,69,Female
Diane,Conner,69,Female
Shirley,Keller,69,Female
Joyce,Gentry,69,Female
Janice,Conner,69,Other
James,Gomez,69,Male
James,Bright,69,Male
James,Ramos,69,Male
James,Cummings,69,Male
James,Costa,69,Male
James,Manning,69,Male
James,Ball,69,Male
James,Waller,69,Male
Robert,Malone,69,Male
Robert,Golden,69,Male
Robert,Scott,69,Other
Robert,Dawson,69,Male
Robert,Olson,69,Male
Robert,Holland,69,Male
Robert,Tucker,69,Male
John,Reynolds,69,Male
John,Sanchez,69,Male
John,Mora,69,Male
John,Carr,69,Male
John,Richardson,69,Male
John,Mayo,69,Male
John,Hebert,69,Male
William,Mora,69,Male
William,Cummings,69,Male
William,Woodard,69,Male
William,Crosby,69,Other
Richard,Barnett,69,Male
David,Mccarthy,69,Male
David,Lucas,69,Male
David,Burns,69,Male
David,Atkins,69,Male
Michael,Juarez,69,Male
Thomas,David,69,Male
Charles,Manning,69,Other
Charles,Pacheco,69,Male
Larry,Griffith,69,Male
Larry,Novak,69,Male
Larry,Horton,69,Male
Ronald,Fuller,69,Male
Ronald,Acevedo,69,Male
Ronald,Stein,69,Male
Donald,Byrd,69,Male
Donald,Campos,69,Male
Joseph,Fischer,69,Other
Joseph,Hebert,69,Male
Kenneth,Vang,69,Male
Dennis,Lowe,69,Other
Dennis,Mann,69,Other
Paul,Fitzpatrick,69,Male
Paul,Nolan,69,Male
Paul,Ray,69,Male
Paul,Reyes,69,Male
Paul,Macias,69,Male
Edward,Werner,69,Male
Jerry,Ward,69,Male
Stephen,Bowman,69,Male
Stephen,Schneider,69,Male
Stephen,Yates,69,Male
Daniel,Estrada,69,Male
Frank,Gaines,69,Male
Frank,Sanders,69,Male
Steven,Edwards,69,Male
Linda,Morales,68,Female
Linda,Williams,68,Female
Linda,Yu,68,Female
Linda,Rogers,68,Female
Linda,Ball,68,Female
Linda,Fowler,68,Female
Linda,Huerta,68,Female
Linda,Santos,68,Female
Mary,Vazquez,68,Female
Mary,Riddle,68,Female
Barbara,Costa,68,Female
Barbara,Lam,68,Other
Patricia,Turner,68,Female
Patricia,Odonnell,68,Female
Patricia,Carney,68,Female
Susan,Abbott,68,Female
Susan,Copeland,68,Female
Susan,Green,68,Female
Sandra,Smith,68,Female
Nancy,Franco,68,Female
Sharon,Duffy,68,Female
Donna,Anthony,68,Female
Donna,Woodward,68,Female
Karen,Aguirre,68,Female
Margaret,Huynh,68,Female
Carolyn,Roth,68,Female
Judith,Cannon,68,Female
Judy,Gross,68,Female
Judy,Callahan,68,Female
Betty,Carney,68,Female
Betty,Mosley,68,Female
Shirley,Harrell,68,Female
Joyce,Vang,68,Female
Pamela,Ball,68,Female
Janice,Bowman,68,Female
Janice,Clarke,68,Female
Elizabeth,Crosby,68,Female
James,Werner,68,Male
James,Guzman,68,Male
James,Ponce,68,Male
James,Jordan,68,Male
James,Decker,68,Other
James,Hickman,68,Male
James,Baker,68,Male
James,Woods,68,Male
James,Fritz,68,Male
James,Mckenzie,68,Male
James,Roy,68,Male
James,Flynn,68,Male
James,Burgess,68,Other
James,Hutchinson,68,Male
James,Vaughan,68,Male
James,Simmons,68,Male
James,Meyer,68,Male
James,Mcmahon,68,Male
James,Owen,68,Male
James,Knapp,68,Male
James,Dalton,68,Male
James,Arias,68,Male
James,Franklin,68,Male
James,Dean,68,Male
James,Hines,68,Male
James,Wilkins,68,Male
James,Oneill,68,Male
James,Trevino,68,Male
James,Wells,68,Male
James,Tapia,68,Male
James,Bartlett,68,Male
James,Moran,68,Male
James,Brady,68,Male
James,Howell,68,Male
James,Daniel,68,Male
James,Bennett,68,Male
James,Chaney,68,Male
James,Chaney,68,Male
James,Anderson,68,Male
James,Wood,68,Male
James,Sutton,68,Male
James,Lee,68,Other
James,Jones,68,Male
James,Simpson,68,Male
James,Bray,68,Male
James,Moore,68,Male
James,Nixon,68,Male
James,Bernard,68,Male
James,Robles,68,Male
James,Arroyo,68,Male
James,Allison,68,Male
James,May,68,Male
James,Rowland,68,Male
James,Day,68,Male
James,Norris,68,Male
James,Bautista,68,Other
James,Bradshaw,68,Male
James,Mayo,68,Male
James,Shaffer,68,Male
James,Bauer,68,Male
James,Sawyer,68,Male
James,Donovan,68,Male
James,Foley,68,Male
James,Rice,68,Male
James,Massey,68,Male
James,Bridges,68,Male
James,Whitaker,68,Male
James,Larsen,68,Male
James,Shields,68,Other
James,Padilla,68,Male
James,Mckee,68,Male
James,Duke,68,Male
James,Shaffer,68,Male
James,Byrd,68,Other
James,Pitts,68,Male
James,Montes,68,Male
Robert,Orozco,68,Male
Robert,Chapman,68,Male
Robert,Henderson,68,Male
Robert,Nielsen,68,Male
Robert,Riddle,68,Male
John,White,68,Male
John,Newton,68,Male
John,Miranda,68,Male
John,Shaw,68,Other
John,Rivers,68,Male
William,Morris,68,Male
William,Hays,68,Male
William,Hoover,68,Male
William,Ramos,68,Male
William,Oneill,68,Male
David,Morgan,68,Male
David,Bonilla,68,Male
David,Armstrong,68,Male
David,Wilcox,68,Male
Michael,Patterson,68,Other
Michael,Roach,68,Male
Michael,Crawford,68,Male
Michael,Dillon,68,Male
Michael,Chambers,68,Male
Richard,Gross,68,Male
Richard,Larson,68,Male
Richard,Conway,68,Male
Thomas,Daniel,68,Male
Charles,Tapia,68,Male
Ronald,Serrano,68,Male
Ronald,Morrow,68,Male
Gary,Mcclain,68,Other
Joseph,Levy,68,Male
Donald,Winters,68,Male
Donald,Cooke,68,Male
Donald,Andrews,68,Male
Kenneth,Barber,68,Male
Kenneth,Webster,68,Male
Kenneth,Mcdonald,68,Male
Kenneth,Everett,68,Male
Dennis,Harris,68,Male
Paul,Hill,68,Male
Paul,Blanchard,68,Male
Edward,Powell,68,Male
Edward,Lin,68,Male
Edward,Beltran,68,Male
Jerry,Ayala,68,Male
Steven,Mcmillan,68,Male
Steven,Nixon,68,Male
Steven,Perkins,68,Male
Steven,Vance,68,Male
Steven,Waters,68,Male
Steven,Mann,68,Male
Linda,Li,67,Female
Linda,Myers,67,Female
Linda,Daniel,67,Female
Linda,Collier,67,Female
Linda,Frye,67,Female
Linda,Orozco,67,Female
Linda,Huerta,67,Female
Linda,Nielsen,67,Female
Linda,Sellers,67,Other
Linda,Robertson,67,Female
Linda,Dodson,67,Female
Linda,Mosley,67,Female
Linda,Reeves,67,Other
Linda,Potts,67,Female
Linda,Sanchez,67,Female
Linda,Baxter,67,Female
Linda,Russo,67,Female
Linda,Maldonado,67,Female
Linda,Sims,67,Female
Linda,Ho,67,Female
Linda,Lucero,67,Other
Linda,Marquez,67,Female
Linda,Shah,67,Female
Linda,Ochoa,67,Female
Linda,Rocha,67,Female
Linda,Hawkins,67,Female
Linda,Braun,67,Female
Linda,Guerra,67,Other
Linda,Gillespie,67,Female
Linda,Mays,67,Female
Linda,Molina,67,Female
Linda,Estrada,67,Female
Linda,Mcconnell,67,Female
Linda,Russo,67,Female
Linda,Sharp,67,Female
Linda,Steele,67,Female
Linda,Chavez,67,Female
Linda,Hatfield,67,Other
Linda,Woods,67,Female
Linda,Welch,67,Female
Linda,Benson,67,Female
Linda,Moran,67,Female
Linda,Gordon,67,Female
Linda,Gay,67,Female
Linda,Cummings,67,Female
Linda,Huang,67,Female
Linda,Lindsey,67,Female
Linda,Beck,67,Female
Linda,Leach,67,Female
Linda,Stanley,67,Female
Linda,Cruz,67,Female
Linda,Whitehead,67,Female
Linda,Brown,67,Female
Linda,Sheppard,67,Female
Linda,Andersen,67,Other
Linda,Mullen,67,Female
Linda,Pearson,67,Female
Linda,Ross,67,Female
Linda,Alvarez,67,Female
Linda,Fleming,67,Female
Linda,Atkins,67,Female
Linda,Reeves,67,Other
Linda,Rose,67,Female
Linda,Orozco,67,Female
Linda,Abbott,67,Female
Linda,Schroeder,67,Female
Linda,Obrien,67,Female
Linda,Archer,67,Female
Linda,Burton,67,Female
Linda,Bonilla,67,Female
Linda,Pratt,67,Female
Linda,Davis,67,Other
Linda,Roach,67,Female
Linda,Ballard,67,Female
Linda,Reyes,67,Female
Linda,Macias,67,Female
Linda,Haney,67,Other
Linda,Lucero,67,Female
Linda,Ellis,67,Female
Mary,Duran,67,Female
Mary,Cross,67,Female
Mary,Conner,67,Other
Mary,Roman,67,Female
Patricia,Lowery,67,Female
Barbara,Dunlap,67,Female
Susan,Ponce,67,Female
Susan,Benton,67,Other
Sandra,Stout,67,Other
Nancy,Hardy,67,Female
Nancy,Delacruz,67,Female
Nancy,Chen,67,Female
Nancy,Stevens,67,Female
Nancy,Cervantes,67,Female
Nancy,Cantrell,67,Female
Carol,Alvarez,67,Female
Carol,Mckay,67,Other
Sharon,Phillips,67,Female
Karen,Cantu,67,Female
Karen,Chase,67,Female
Donna,Keller,67,Female
Margaret,Avila,67,Female
Margaret,Leach,67,Female
Deborah,Arellano,67,Female
Deborah,Stuart,67,Female
Judith,Coleman,67,Female
Judy,Robles,67,Female
Janet,Shepherd,67,Female
Janice,Carney,67,Female
Janice,Dominguez,67,Female
James,Morton,67,Male
James,Case,67,Male
James,Villarreal,67,Male
James,Nunez,67,Male
James,Oconnor,67,Male
Robert,Berry,67,Male
Robert,Branch,67,Male
Robert,Calderon,67,Male
Robert,Moran,67,Male
Robert,Richardson,67,Male
John,Gutierrez,67,Male
John,Mccall,67,Male
John,Mckay,67,Male
John,Palmer,67,Other
John,Booker,67,Male
John,Buckley,67,Male
John,Hodges,67,Male
John,Ponce,67,Male
John,Grimes,67,Male
John,Salazar,67,Male
John,Archer,67,Male
John,Leon,67,Male
William,Heath,67,Male
William,Johnston,67,Male
William,Delgado,67,Male
William,Sheppard,67,Male
William,Petersen,67,Male
William,Newman,67,Male
Michael,Rosales,67,Other
Michael,Ibarra,67,Male
David,Young,67,Male
Richard,Espinoza,67,Male
Richard,Rangel,67,Male
Richard,Daugherty,67,Male
Thomas,Chen,67,Male
Thomas,Huffman,67,Other
Thomas,Meyer,67,Other
Charles,Marquez,67,Male
Charles,Patterson,67,Other
Charles,Cobb,67,Male
Charles,Cross,67,Male
Larry,Mclean,67,Male
Larry,Mccullough,67,Other
Larry,Mcconnell,67,Other
Larry,Rivas,67,Male
Ronald,Bryant,67,Male
Ronald,Blankenship,67,Male
Ronald,Benitez,67,Male
Ronald,Osborne,67,Male
Ronald,Hardin,67,Male
Gary,Hoffman,67,Male
Donald,Whitney,67,Male
Joseph,Villanueva,67,Other
Joseph,Dillon,67,Male
Kenneth,Logan,67,Male
Kenneth,Rodriguez,67,Male
Dennis,Wiggins,67,Male
Dennis,Allison,67,Other
Paul,Castillo,67,Male
Paul,Whitaker,67,Male
George,Marquez,67,Male
Stephen,Cox,67,Male
Steven,Michael,67,Male
Steven,Oconnor,67,Male
Daniel,Blackwell,67,Male
Daniel,Snow,67,Male
Jerry,Mccoy,67,Other
Mark,Wheeler,67,Male
Mark,Sexton,67,Male
Linda,Patrick,66,Female
Linda,Spencer,66,Female
Linda,Camacho,66,Other
Linda,Harmon,66,Female
Linda,Pratt,66,Female
Linda,Howard,66,Female
Linda,Meyer,66,Female
Linda,Booker,66,Female
Linda,Watkins,66,Female
Linda,Grant,66,Female
Mary,Yates,66,Female
Mary,Stone,66,Female
Mary,Lam,66,Female
Mary,Proctor,66,Female
Patricia,Bender,66,Female
Barbara,Crane,66,Female
Barbara,Miranda,66,Female
Barbara,Thornton,66,Female
Susan,Welch,66,Female
Deborah,Fox,66,Female
Deborah,Caldwell,66,Female
Sandra,Ibarra,66,Female
Sandra,Montgomery,66,Female
Carol,Moran,66,Female
Kathleen,Frank,66,Female
Kathleen,Charles,66,Female
Kathleen,Green,66,Female
Sharon,Riley,66,Female
Sharon,Cooke,66,Female
Karen,Cain,66,Female
Brenda,Cardenas,66,Female
Brenda,Lin,66,Female
Brenda,Jimenez,66,Female
Brenda,Castaneda,66,Female
Brenda,Doyle,66,Female
Carolyn,Durham,66,Female
Elizabeth,Sellers,66,Female
Joyce,Orr,66,Female
James,Moss,66,Male
James,Gomez,66,Male
James,Forbes,66,Male
James,Gould,66,Male
James,Rubio,66,Male
James,Haynes,66,Male
James,Ayers,66,Male
Robert,Rollins,66,Male
John,Vincent,66,Male
John,Mendoza,66,Male
Michael,Mcintyre,66,Male
Michael,Lopez,66,Male
Michael,Sampson,66,Other
David,Alvarez,66,Male
David,Lin,66,Male
William,Lamb,66,Male
Richard,Lam,66,Male
Richard,Riddle,66,Other
Richard,Stevenson,66,Male
Richard,Cervantes,66,Male
Richard,Page,66,Male
Richard,Yates,66,Male
Richard,Duke,66,Male
Richard,Rasmussen,66,Male
Thomas,Huerta,66,Male
Thomas,Frank,66,Male
Charles,Griffith,66,Male
